AREFNO,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0116WW50241,WANDSWORTH,10,525690,174870,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50242,WANDSWORTH,10,529080,177240,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50243,WANDSWORTH,10,523030,174130,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50244,WANDSWORTH,10,524050,174500,1,1 Driver/Rider,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50245,WANDSWORTH,10,524120,175540,1,2 Passenger,2 Female,60+,92,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50246,WANDSWORTH,10,526160,175320,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50247,WANDSWORTH,10,524100,175490,1,3 Pedestrian,2 Female,25-59,25,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50248,WANDSWORTH,10,527840,175560,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50249,WANDSWORTH,10,527640,171740,1,3 Pedestrian,1 Male,60+,63,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0116WW50250,WANDSWORTH,10,527550,171630,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50251,WANDSWORTH,10,524090,175650,1,2 Passenger,2 Female,60+,69,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50252,WANDSWORTH,10,528660,173510,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50253,WANDSWORTH,10,527460,171490,1,3 Pedestrian,1 Male,60+,78,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50254,WANDSWORTH,10,528580,173440,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50255,WANDSWORTH,10,527370,171820,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50256,WANDSWORTH,10,524470,174850,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50257,WANDSWORTH,10,529050,171850,1,3 Pedestrian,1 Male,16-24,17,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0116WW50258,WANDSWORTH,10,529030,170720,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50259,WANDSWORTH,10,527420,175130,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50262,WANDSWORTH,10,528740,173040,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50263,WANDSWORTH,10,527550,175490,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50264,WANDSWORTH,10,526070,175400,1,3 Pedestrian,2 Female,25-59,29,1,2 Serious,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50265,WANDSWORTH,10,526090,172910,1,2 Passenger,1 Male,60+,69,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50269,WANDSWORTH,10,524400,174290,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50271,WANDSWORTH,10,526110,172690,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50272,WANDSWORTH,10,528890,177070,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50273,WANDSWORTH,10,527710,173750,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50273,WANDSWORTH,10,527710,173750,2,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50274,WANDSWORTH,10,526920,176980,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50275,WANDSWORTH,10,528280,172840,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50276,WANDSWORTH,10,527830,176540,1,1 Driver/Rider,2 Female,25-59,29,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50277,WANDSWORTH,10,521820,172560,1,1 Driver/Rider,2 Female,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50279,WANDSWORTH,10,527870,172220,1,3 Pedestrian,2 Female,16-24,24,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50280,WANDSWORTH,10,527710,175840,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50281,WANDSWORTH,10,528860,172650,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50282,WANDSWORTH,10,528310,175710,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50283,WANDSWORTH,10,527360,175540,2,2 Passenger,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50283,WANDSWORTH,10,527360,175540,1,1 Driver/Rider,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50284,WANDSWORTH,10,528280,176850,1,1 Driver/Rider,1 Male,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50285,WANDSWORTH,10,521650,175170,1,1 Driver/Rider,1 Male,25-59,34,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50286,WANDSWORTH,10,527380,175270,1,3 Pedestrian,2 Female,25-59,25,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50288,WANDSWORTH,10,528080,176510,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50289,WANDSWORTH,10,523170,175280,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50290,WANDSWORTH,10,524100,174070,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50291,WANDSWORTH,10,527060,175860,1,3 Pedestrian,2 Female,60+,88,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0116WW50292,WANDSWORTH,10,529670,177650,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50292,WANDSWORTH,10,529670,177650,2,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50293,WANDSWORTH,10,527450,171480,3,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50293,WANDSWORTH,10,527450,171480,2,2 Passenger,2 Female,60+,60,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50293,WANDSWORTH,10,527450,171480,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50294,WANDSWORTH,10,528400,173090,1,1 Driver/Rider,2 Female,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50295,WANDSWORTH,10,523890,174780,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50296,WANDSWORTH,10,526730,171930,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50297,WANDSWORTH,10,527140,170970,2,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50297,WANDSWORTH,10,527140,170970,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50298,WANDSWORTH,10,526470,175570,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50299,WANDSWORTH,10,524110,173400,1,3 Pedestrian,1 Male,16-24,16,1,3 Slight,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0116WW50300,WANDSWORTH,10,528470,173220,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50301,WANDSWORTH,10,525800,174900,2,1 Driver/Rider,1 Male,60+,68,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50301,WANDSWORTH,10,525800,174900,1,1 Driver/Rider,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50302,WANDSWORTH,10,524400,174290,3,2 Passenger,2 Female,0-15,9,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50302,WANDSWORTH,10,524400,174290,1,1 Driver/Rider,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50302,WANDSWORTH,10,524400,174290,2,2 Passenger,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50303,WANDSWORTH,10,526390,172450,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50304,WANDSWORTH,10,523800,175750,1,1 Driver/Rider,2 Female,60+,66,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50306,WANDSWORTH,10,525060,174930,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50307,WANDSWORTH,10,528160,175060,1,3 Pedestrian,2 Female,25-59,40,1,3 Slight,01 Crossing Road On Ped Xing,3 From Drivers O/Side,1 Pedestrian, 
0116WW50308,WANDSWORTH,10,524850,173290,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50309,WANDSWORTH,10,528080,175040,1,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50310,WANDSWORTH,10,527390,171380,1,3 Pedestrian,2 Female,25-59,52,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50311,WANDSWORTH,10,526600,172360,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50312,WANDSWORTH,10,523950,175030,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50313,WANDSWORTH,10,527260,174790,1,3 Pedestrian,2 Female,0-15,9,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50314,WANDSWORTH,10,528620,176210,1,1 Driver/Rider,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50315,WANDSWORTH,10,527800,172130,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50316,WANDSWORTH,10,527430,171440,1,3 Pedestrian,1 Male,25-59,42,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50319,WANDSWORTH,10,523600,175370,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50321,WANDSWORTH,10,528470,173230,1,3 Pedestrian,1 Male,25-59,39,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50322,WANDSWORTH,10,528010,175610,1,1 Driver/Rider,1 Male,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50323,WANDSWORTH,10,521710,175320,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50324,WANDSWORTH,10,527760,172060,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50325,WANDSWORTH,10,525270,174650,1,3 Pedestrian,1 Male,25-59,34,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50326,WANDSWORTH,10,527220,171070,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50327,WANDSWORTH,10,527180,173600,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50328,WANDSWORTH,10,526290,172050,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50329,WANDSWORTH,10,527650,175150,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50330,WANDSWORTH,10,523440,175870,2,3 Pedestrian,2 Female,16-24,22,1,2 Serious,05 Crossing Road (Not On Xing),3 From Drivers O/Side,1 Pedestrian, 
0116WW50330,WANDSWORTH,10,523440,175870,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50331,WANDSWORTH,10,527290,175670,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50332,WANDSWORTH,10,525880,173840,1,1 Driver/Rider,2 Female,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50333,WANDSWORTH,10,528110,171430,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50334,WANDSWORTH,10,527410,176350,2,3 Pedestrian,1 Male,16-24,18,1,3 Slight,02 Crossing Road In Zig-Zag App,1 From Drivers N/Side,1 Pedestrian, 
0116WW50334,WANDSWORTH,10,527410,176350,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50335,WANDSWORTH,10,526930,172880,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50336,WANDSWORTH,10,524720,173270,1,3 Pedestrian,2 Female,0-15,5,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50337,WANDSWORTH,10,524080,175450,1,1 Driver/Rider,1 Male,60+,64,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50338,WANDSWORTH,10,527320,174560,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50339,WANDSWORTH,10,526650,175450,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50340,WANDSWORTH,10,524390,174290,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50341,WANDSWORTH,10,526710,175040,1,2 Passenger,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50342,WANDSWORTH,10,527030,176140,1,1 Driver/Rider,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50343,WANDSWORTH,10,529300,170520,1,1 Driver/Rider,2 Female,25-59,27,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50344,WANDSWORTH,10,528930,172550,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50344,WANDSWORTH,10,528930,172550,3,2 Passenger,2 Female,0-15,2,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50344,WANDSWORTH,10,528930,172550,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50347,WANDSWORTH,10,527680,175520,1,3 Pedestrian,1 Male,25-59,38,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50348,WANDSWORTH,10,524120,175630,1,3 Pedestrian,1 Male,Unknown,0,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0116WW50349,WANDSWORTH,10,526830,174130,1,1 Driver/Rider,1 Male,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50350,WANDSWORTH,10,528230,172720,1,1 Driver/Rider,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50351,WANDSWORTH,10,527840,175560,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50352,WANDSWORTH,10,526960,174910,1,3 Pedestrian,1 Male,0-15,12,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50353,WANDSWORTH,10,524610,174420,1,1 Driver/Rider,1 Male,25-59,35,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50354,WANDSWORTH,10,527590,171710,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50355,WANDSWORTH,10,529040,171830,1,1 Driver/Rider,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50355,WANDSWORTH,10,529040,171830,2,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50357,WANDSWORTH,10,528190,173720,1,1 Driver/Rider,1 Male,25-59,44,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50358,WANDSWORTH,10,522180,174570,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50359,WANDSWORTH,10,527830,175170,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50360,WANDSWORTH,10,526050,175410,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50361,WANDSWORTH,10,527330,171260,2,2 Passenger,2 Female,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50361,WANDSWORTH,10,527330,171260,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50362,WANDSWORTH,10,528480,175750,1,2 Passenger,2 Female,60+,70,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50363,WANDSWORTH,10,524570,174400,2,2 Passenger,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50363,WANDSWORTH,10,524570,174400,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50363,WANDSWORTH,10,524570,174400,3,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50364,WANDSWORTH,10,525690,174630,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50365,WANDSWORTH,10,528140,171650,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50366,WANDSWORTH,10,527500,176400,1,3 Pedestrian,1 Male,60+,60,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50367,WANDSWORTH,10,529080,177240,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50368,WANDSWORTH,10,526010,173830,1,3 Pedestrian,1 Male,0-15,11,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50369,WANDSWORTH,10,527710,175850,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50370,WANDSWORTH,10,528210,171550,1,1 Driver/Rider,2 Female,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50371,WANDSWORTH,10,528670,173530,1,2 Passenger,2 Female,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50372,WANDSWORTH,10,527360,176360,1,3 Pedestrian,2 Female,0-15,9,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0116WW50373,WANDSWORTH,10,528000,172350,1,3 Pedestrian,2 Female,25-59,25,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50374,WANDSWORTH,10,524440,174760,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50375,WANDSWORTH,10,523940,175050,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50375,WANDSWORTH,10,523940,175050,2,2 Passenger,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50375,WANDSWORTH,10,523940,175050,3,2 Passenger,2 Female,0-15,5,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50376,WANDSWORTH,10,525890,173750,1,1 Driver/Rider,1 Male,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50377,WANDSWORTH,10,528320,170810,1,1 Driver/Rider,1 Male,25-59,26,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50378,WANDSWORTH,10,527699,171254,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0116WW50379,WANDSWORTH,10,528080,172310,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50380,WANDSWORTH,10,525980,175380,1,1 Driver/Rider,1 Male,25-59,36,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50381,WANDSWORTH,10,522790,173190,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50382,WANDSWORTH,10,525360,174670,1,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50383,WANDSWORTH,10,528300,173480,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50384,WANDSWORTH,10,525870,174640,3,2 Passenger,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50384,WANDSWORTH,10,525870,174640,1,2 Passenger,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50384,WANDSWORTH,10,525870,174640,2,2 Passenger,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0116WW50385,WANDSWORTH,10,526610,174450,1,1 Driver/Rider,1 Male,25-59,40,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50386,WANDSWORTH,10,526790,176100,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50387,WANDSWORTH,10,526210,172020,1,3 Pedestrian,1 Male,25-59,26,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50388,WANDSWORTH,10,524470,174850,1,1 Driver/Rider,2 Female,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50388,WANDSWORTH,10,524470,174850,2,3 Pedestrian,2 Female,60+,65,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0116WW50389,WANDSWORTH,10,526700,174320,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50390,WANDSWORTH,10,524310,173260,2,2 Passenger,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0116WW50390,WANDSWORTH,10,524310,173260,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50391,WANDSWORTH,10,523800,174450,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50392,WANDSWORTH,10,526520,172040,1,3 Pedestrian,2 Female,0-15,11,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50393,WANDSWORTH,10,523970,175140,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50394,WANDSWORTH,10,525690,174630,1,1 Driver/Rider,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0116WW50395,WANDSWORTH,10,527840,172190,1,3 Pedestrian,1 Male,16-24,17,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0116WW50396,WANDSWORTH,10,525880,173210,1,1 Driver/Rider,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0116WW50397,WANDSWORTH,10,527270,172850,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0116WW50399,WANDSWORTH,10,528150,176650,1,3 Pedestrian,1 Male,16-24,21,1,2 Serious,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
